.variable,.value,.lower,.upper,.width,.point,.interval,Rhat_max,RepNum
b_FaceDev_yaw,-0.06392485,-0.147797,0.0318472,0.95,median,hdi,1.0031918725086928,24
b_GazeDirectionDirected,0.03446644999999999,-0.190974,0.262178,0.95,median,hdi,1.0031918725086928,24
b_InfantPostureSitting,-0.2573975,-0.565481,0.0774546,0.95,median,hdi,1.0031918725086928,24
b_InfantPostureUpright,-0.0957905,-0.388965,0.239957,0.95,median,hdi,1.0031918725086928,24
b_Intercept,-1.148095,-1.55715,-0.742665,0.95,median,hdi,1.0031918725086928,24
b_MotherPostureUpright,0.111291,-0.23369,0.468396,0.95,median,hdi,1.0031918725086928,24
b_Saliency_face,0.1100875,0.0355297,0.182434,0.95,median,hdi,1.0031918725086928,24
b_AgeinMonths,-0.05553819999999999,-0.185589,0.0715316,0.95,median,hdi,1.0017796078945578,25
b_Centering,-0.8040419999999999,-1.10699,-0.50192,0.95,median,hdi,1.0017796078945578,25
b_Distance,-0.861315,-1.03333,-0.677996,0.95,median,hdi,1.0017796078945578,25
b_FaceDev_pitch,-0.03606425,-0.167287,0.0868395,0.95,median,hdi,1.0017796078945578,25
b_FaceDev_roll,0.0186921,-0.0597453,0.100903,0.95,median,hdi,1.0017796078945578,25
b_FaceDev_yaw,-0.07041049999999999,-0.160837,0.0293238,0.95,median,hdi,1.0017796078945578,25
b_GazeDirectionDirected,0.0486826,-0.0798356,0.192012,0.95,median,hdi,1.0017796078945578,25
b_InfantPostureSitting,0.302099,-0.0260225,0.626375,0.95,median,hdi,1.0017796078945578,25
b_InfantPostureUpright,0.4892215,0.161427,0.82539,0.95,median,hdi,1.0017796078945578,25
b_Intercept,-1.698275,-2.12872,-1.29371,0.95,median,hdi,1.0017796078945578,25
b_MotherPostureUpright,0.0171318,-0.385906,0.408927,0.95,median,hdi,1.0017796078945578,25
b_Saliency_face,0.1035835,0.0404805,0.164014,0.95,median,hdi,1.0017796078945578,25
b_AgeinMonths,-0.0587779,-0.235708,0.118026,0.95,median,hdi,1.0021821051896689,26
b_Centering,-0.8382015,-1.07344,-0.63041,0.95,median,hdi,1.0021821051896689,26
b_Distance,-0.862188,-1.10693,-0.607322,0.95,median,hdi,1.0021821051896689,26
b_FaceDev_pitch,-0.0139886,-0.171128,0.13689,0.95,median,hdi,1.0021821051896689,26
b_FaceDev_roll,-0.02877315,-0.157988,0.0851216,0.95,median,hdi,1.0021821051896689,26
b_FaceDev_yaw,-0.02844385,-0.106038,0.0580353,0.95,median,hdi,1.0021821051896689,26
b_GazeDirectionDirected,0.132175,0.00470628,0.263553,0.95,median,hdi,1.0021821051896689,26
b_InfantPostureSitting,0.04439475,-0.273189,0.34996,0.95,median,hdi,1.0021821051896689,26
b_InfantPostureUpright,0.240769,-0.0688924,0.564931,0.95,median,hdi,1.0021821051896689,26
b_Intercept,-1.46984,-1.89588,-1.04027,0.95,median,hdi,1.0021821051896689,26
b_MotherPostureUpright,0.049904,-0.388587,0.491032,0.95,median,hdi,1.0021821051896689,26
b_Saliency_face,0.09368885,0.015956,0.174017,0.95,median,hdi,1.0021821051896689,26
b_AgeinMonths,0.02099145,-0.0909608,0.154162,0.95,median,hdi,1.0032904983878113,27
b_Centering,-0.803884,-1.05051,-0.579783,0.95,median,hdi,1.0032904983878113,27
b_Distance,-0.8137805,-1.03991,-0.575043,0.95,median,hdi,1.0032904983878113,27
b_FaceDev_pitch,-0.03961705,-0.20522,0.140605,0.95,median,hdi,1.0032904983878113,27
b_FaceDev_roll,0.01723055,-0.0591483,0.0895967,0.95,median,hdi,1.0032904983878113,27
b_FaceDev_yaw,-0.0063906,-0.126214,0.1073,0.95,median,hdi,1.0032904983878113,27
b_GazeDirectionDirected,0.012865,-0.20342,0.180206,0.95,median,hdi,1.0032904983878113,27
b_InfantPostureSitting,0.2548,-0.129523,0.620567,0.95,median,hdi,1.0032904983878113,27
b_InfantPostureUpright,0.488746,0.0249602,0.959287,0.95,median,hdi,1.0032904983878113,27
b_Intercept,-1.586325,-1.95535,-1.23159,0.95,median,hdi,1.0032904983878113,27
b_MotherPostureUpright,-0.05127239999999999,-0.456009,0.345663,0.95,median,hdi,1.0032904983878113,27
b_Saliency_face,0.151974,0.0829678,0.228573,0.95,median,hdi,1.0032904983878113,27
b_AgeinMonths,-0.07243825000000001,-0.234462,0.0928638,0.95,median,hdi,1.001984499397594,28
b_Centering,-0.8142045,-1.09046,-0.552378,0.95,median,hdi,1.001984499397594,28
b_Distance,-0.8980355,-1.17631,-0.628086,0.95,median,hdi,1.001984499397594,28
b_FaceDev_pitch,-0.0565189,-0.16479,0.0448991,0.95,median,hdi,1.001984499397594,28
b_FaceDev_roll,0.0126116,-0.0960692,0.128348,0.95,median,hdi,1.001984499397594,28
b_FaceDev_yaw,-0.0329166,-0.129368,0.0611414,0.95,median,hdi,1.001984499397594,28
b_GazeDirectionDirected,-0.0144119,-0.153314,0.129924,0.95,median,hdi,1.001984499397594,28
b_InfantPostureSitting,0.06158805,-0.275152,0.414799,0.95,median,hdi,1.001984499397594,28
b_InfantPostureUpright,0.240176,-0.107854,0.603423,0.95,median,hdi,1.001984499397594,28
b_Intercept,-1.46264,-1.82927,-1.11957,0.95,median,hdi,1.001984499397594,28
b_MotherPostureUpright,0.1130145,-0.304291,0.512851,0.95,median,hdi,1.001984499397594,28
b_Saliency_face,0.152498,0.0904118,0.213745,0.95,median,hdi,1.001984499397594,28
b_AgeinMonths,-0.04558914999999999,-0.164747,0.0653709,0.95,median,hdi,1.0016294553252754,29
b_Centering,-0.786706,-1.05422,-0.509193,0.95,median,hdi,1.0016294553252754,29
b_Distance,-0.8408115,-1.03968,-0.653994,0.95,median,hdi,1.0016294553252754,29
b_FaceDev_pitch,-0.007308345,-0.145685,0.118045,0.95,median,hdi,1.0016294553252754,29
b_FaceDev_roll,-0.0362351,-0.146735,0.0552998,0.95,median,hdi,1.0016294553252754,29
b_FaceDev_yaw,-0.0370784,-0.123043,0.0605135,0.95,median,hdi,1.0016294553252754,29
b_GazeDirectionDirected,0.098657,-0.0936646,0.315223,0.95,median,hdi,1.0016294553252754,29
b_InfantPostureSitting,0.1523265,-0.180003,0.464013,0.95,median,hdi,1.0016294553252754,29
b_InfantPostureUpright,0.258238,-0.0587226,0.595625,0.95,median,hdi,1.0016294553252754,29
b_Intercept,-1.55152,-1.9791,-1.13696,0.95,median,hdi,1.0016294553252754,29
b_MotherPostureUpright,0.1105915,-0.23936,0.497132,0.95,median,hdi,1.0016294553252754,29
b_Saliency_face,0.1394665,0.0874467,0.193442,0.95,median,hdi,1.0016294553252754,29
b_AgeinMonths,-0.0206584,-0.166934,0.138282,0.95,median,hdi,1.004110087437263,30
b_Centering,-0.8089014999999999,-1.08364,-0.551481,0.95,median,hdi,1.004110087437263,30
b_Distance,-0.8878515,-1.20109,-0.56258300000000006,0.95,median,hdi,1.004110087437263,30
b_FaceDev_pitch,-0.0150964,-0.158413,0.124612,0.95,median,hdi,1.004110087437263,30
b_FaceDev_roll,0.02791385,-0.0595409,0.116423,0.95,median,hdi,1.004110087437263,30
b_FaceDev_yaw,-0.0924686,-0.17254,-0.0208363,0.95,median,hdi,1.004110087437263,30
b_GazeDirectionDirected,-0.003535235,-0.153723,0.139079,0.95,median,hdi,1.004110087437263,30
b_InfantPostureSitting,0.119599,-0.236785,0.433232,0.95,median,hdi,1.004110087437263,30
b_InfantPostureUpright,0.172562,-0.202175,0.527454,0.95,median,hdi,1.004110087437263,30
b_Intercept,-1.497005,-1.90329,-1.1268,0.95,median,hdi,1.004110087437263,30
b_MotherPostureUpright,0.2030755,-0.359367,0.756387,0.95,median,hdi,1.004110087437263,30
b_Saliency_face,0.149626,0.0660371,0.251926,0.95,median,hdi,1.004110087437263,30
b_AgeinMonths,-0.05914815,-0.178181,0.0771741,0.95,median,hdi,1.002888454167941,31
b_Centering,-0.815132,-1.06434,-0.540184,0.95,median,hdi,1.002888454167941,31
b_Distance,-0.7995945,-0.973734,-0.634441,0.95,median,hdi,1.002888454167941,31
b_FaceDev_pitch,-0.0121581,-0.139184,0.103796,0.95,median,hdi,1.002888454167941,31
b_FaceDev_roll,0.02819675,-0.0801742,0.1435,0.95,median,hdi,1.002888454167941,31
b_FaceDev_yaw,-0.009325115,-0.0978053,0.0857288,0.95,median,hdi,1.002888454167941,31
b_GazeDirectionDirected,0.1076945,-0.0370538,0.259484,0.95,median,hdi,1.002888454167941,31
b_InfantPostureSitting,0.3963645,0.0333855,0.757094,0.95,median,hdi,1.002888454167941,31
b_InfantPostureUpright,0.5059899999999999,0.152716,0.873144,0.95,median,hdi,1.002888454167941,31
b_Intercept,-1.80367,-2.23404,-1.36575,0.95,median,hdi,1.002888454167941,31
b_MotherPostureUpright,0.0291556,-0.35297,0.401178,0.95,median,hdi,1.002888454167941,31
b_Saliency_face,0.153053,0.0888237,0.216182,0.95,median,hdi,1.002888454167941,31
b_AgeinMonths,-0.0212902,-0.129823,0.0831317,0.95,median,hdi,1.002264049265302,32
b_Centering,-0.8396375,-1.08283,-0.599983,0.95,median,hdi,1.002264049265302,32
b_Distance,-0.884911,-1.06542,-0.710447,0.95,median,hdi,1.002264049265302,32
b_FaceDev_pitch,-0.0490409,-0.181549,0.0829988,0.95,median,hdi,1.002264049265302,32
b_FaceDev_roll,0.01490309999999999,-0.0975126,0.12367,0.95,median,hdi,1.002264049265302,32
b_FaceDev_yaw,-0.02045824999999999,-0.124105,0.0850346,0.95,median,hdi,1.002264049265302,32
b_GazeDirectionDirected,0.06102375,-0.087901000000000007,0.20242,0.95,median,hdi,1.002264049265302,32
b_InfantPostureSitting,0.2327165,-0.129243,0.584899,0.95,median,hdi,1.002264049265302,32
b_InfantPostureUpright,0.32620150000000003,-0.0388863,0.659895,0.95,median,hdi,1.002264049265302,32
b_Intercept,-1.60951,-2.05838,-1.16631,0.95,median,hdi,1.002264049265302,32
b_MotherPostureUpright,-0.2503905,-0.700472,0.206448,0.95,median,hdi,1.002264049265302,32
b_Saliency_face,0.106385,0.0476375,0.174104,0.95,median,hdi,1.002264049265302,32
b_AgeinMonths,-0.0443688,-0.173615,0.101018,0.95,median,hdi,1.0026162185579213,33
b_Centering,-0.8228215,-1.0858,-0.5751,0.95,median,hdi,1.0026162185579213,33
b_Distance,-0.7856559999999999,-1.0109,-0.542761,0.95,median,hdi,1.0026162185579213,33
b_FaceDev_pitch,-0.02234715,-0.144106,0.0963264,0.95,median,hdi,1.0026162185579213,33
b_FaceDev_roll,-0.00897055999999999,-0.0908287,0.0774138,0.95,median,hdi,1.0026162185579213,33
b_FaceDev_yaw,-0.04238145,-0.142297,0.0581285,0.95,median,hdi,1.0026162185579213,33
b_GazeDirectionDirected,0.09553315,-0.0416179,0.231179,0.95,median,hdi,1.0026162185579213,33
b_InfantPostureSitting,0.26276449999999996,-0.0947665,0.633381,0.95,median,hdi,1.0026162185579213,33
b_InfantPostureUpright,0.3813725,0.0118431,0.75746,0.95,median,hdi,1.0026162185579213,33
b_Intercept,-1.63509,-2.0775,-1.174,0.95,median,hdi,1.0026162185579213,33
b_MotherPostureUpright,0.0317825,-0.376863,0.442845,0.95,median,hdi,1.0026162185579213,33
b_Saliency_face,0.16514050000000002,0.0961209,0.2377,0.95,median,hdi,1.0026162185579213,33
b_AgeinMonths,-0.03604095,-0.111654,0.0379656,0.95,median,hdi,1.0019441255550536,34
b_Centering,-0.861435,-1.14111,-0.594128,0.95,median,hdi,1.0019441255550536,34
b_Distance,-0.8559385,-1.02094,-0.718253,0.95,median,hdi,1.0019441255550536,34
b_FaceDev_pitch,-0.04015025,-0.178761,0.0875437,0.95,median,hdi,1.0019441255550536,34
b_FaceDev_roll,0.0228271,-0.0904158,0.131362,0.95,median,hdi,1.0019441255550536,34
b_FaceDev_yaw,-0.0631005,-0.142015,0.0211898,0.95,median,hdi,1.0019441255550536,34
b_GazeDirectionDirected,-0.03891765,-0.213382,0.143747,0.95,median,hdi,1.0019441255550536,34
b_InfantPostureSitting,-0.06697344999999999,-0.406283,0.256218,0.95,median,hdi,1.0019441255550536,34
b_InfantPostureUpright,0.08588080000000001,-0.268151,0.43976,0.95,median,hdi,1.0019441255550536,34
b_Intercept,-1.32768,-1.75475,-0.870812,0.95,median,hdi,1.0019441255550536,34
b_MotherPostureUpright,0.0944576,-0.361447,0.501879,0.95,median,hdi,1.0019441255550536,34
b_Saliency_face,0.1402425,0.0787475,0.201754,0.95,median,hdi,1.0019441255550536,34
b_AgeinMonths,0.004006455,-0.173315,0.19245,0.95,median,hdi,1.0016572269645208,35
b_Centering,-0.8231470000000001,-1.1206,-0.546486,0.95,median,hdi,1.0016572269645208,35
b_Distance,-0.882111,-1.01598,-0.741801,0.95,median,hdi,1.0016572269645208,35
b_FaceDev_pitch,-0.02881015,-0.149497,0.0889632,0.95,median,hdi,1.0016572269645208,35
b_FaceDev_roll,-0.03367195,-0.124967,0.0516688,0.95,median,hdi,1.0016572269645208,35
b_FaceDev_yaw,-0.0313006,-0.112576,0.0613226,0.95,median,hdi,1.0016572269645208,35
b_GazeDirectionDirected,0.04523444999999999,-0.0843742,0.175477,0.95,median,hdi,1.0016572269645208,35
b_InfantPostureSitting,0.2805535,-0.0906852,0.654728,0.95,median,hdi,1.0016572269645208,35
b_InfantPostureUpright,0.426515,0.0554816,0.78391,0.95,median,hdi,1.0016572269645208,35
b_Intercept,-1.69196,-2.14282,-1.21856,0.95,median,hdi,1.0016572269645208,35
b_MotherPostureUpright,-0.0518615,-1.11606,0.898077,0.95,median,hdi,1.0016572269645208,35
b_Saliency_face,0.183072,0.110797,0.254415,0.95,median,hdi,1.0016572269645208,35
b_AgeinMonths,-0.06145135,-0.193456,0.0726289,0.95,median,hdi,1.0053804366887673,36
b_Centering,-0.8363565,-1.12945,-0.573885,0.95,median,hdi,1.0053804366887673,36
b_Distance,-0.960849,-1.1977,-0.706397,0.95,median,hdi,1.0053804366887673,36
b_FaceDev_pitch,-0.00671747,-0.137625,0.126773,0.95,median,hdi,1.0053804366887673,36
b_FaceDev_roll,-0.0614962,-0.191685,0.0570817,0.95,median,hdi,1.0053804366887673,36
b_FaceDev_yaw,-0.047422,-0.14336,0.0506569,0.95,median,hdi,1.0053804366887673,36
b_GazeDirectionDirected,0.01554225,-0.118116,0.146454,0.95,median,hdi,1.0053804366887673,36
b_InfantPostureSitting,0.200036,-0.132278,0.547131,0.95,median,hdi,1.0053804366887673,36
b_InfantPostureUpright,0.3515925,0.00952652,0.695207,0.95,median,hdi,1.0053804366887673,36
b_Intercept,-1.60686,-2.0173,-1.22268,0.95,median,hdi,1.0053804366887673,36
b_MotherPostureUpright,-0.07693055,-0.484631,0.373928,0.95,median,hdi,1.0053804366887673,36
b_Saliency_face,0.1035325,0.0504982,0.157238,0.95,median,hdi,1.0053804366887673,36
b_AgeinMonths,-0.09160875,-0.200258,0.0192508,0.95,median,hdi,1.004878695672712,37
b_Centering,-0.779013,-1.01975,-0.531213,0.95,median,hdi,1.004878695672712,37
b_Distance,-0.888335,-1.10147,-0.643653,0.95,median,hdi,1.004878695672712,37
b_FaceDev_pitch,-0.0373947,-0.178016,0.0805681,0.95,median,hdi,1.004878695672712,37
b_FaceDev_roll,0.016076,-0.137807,0.160942,0.95,median,hdi,1.004878695672712,37
b_FaceDev_yaw,-0.08907105,-0.165737,-0.0169747,0.95,median,hdi,1.004878695672712,37
b_GazeDirectionDirected,0.02151185,-0.108991,0.146122,0.95,median,hdi,1.004878695672712,37
b_InfantPostureSitting,0.04224885,-0.260651,0.363108,0.95,median,hdi,1.004878695672712,37
b_InfantPostureUpright,0.1960615,-0.117274,0.517033,0.95,median,hdi,1.004878695672712,37
b_Intercept,-1.4151699999999998,-1.85656,-0.981552,0.95,median,hdi,1.004878695672712,37
b_MotherPostureUpright,0.0516666,-0.472855,0.565289,0.95,median,hdi,1.004878695672712,37
b_Saliency_face,0.14434049999999998,0.0888235,0.202293,0.95,median,hdi,1.004878695672712,37
b_AgeinMonths,-0.0475443,-0.143745,0.0550246,0.95,median,hdi,1.0022880158305505,38
b_Centering,-0.863699,-1.18721,-0.557395,0.95,median,hdi,1.0022880158305505,38
b_Distance,-0.8986705,-1.18125,-0.600832,0.95,median,hdi,1.0022880158305505,38
b_FaceDev_pitch,-0.0216728,-0.17821,0.122763,0.95,median,hdi,1.0022880158305505,38
b_FaceDev_roll,-0.01785975,-0.0976634,0.0763171,0.95,median,hdi,1.0022880158305505,38
b_FaceDev_yaw,-0.02920545,-0.11837,0.0701713,0.95,median,hdi,1.0022880158305505,38
b_GazeDirectionDirected,-4.65416e-4,-0.136165,0.137614,0.95,median,hdi,1.0022880158305505,38
b_InfantPostureSitting,0.1512525,-0.215411,0.511364,0.95,median,hdi,1.0022880158305505,38
b_InfantPostureUpright,0.35300149999999997,-0.00750803,0.699703,0.95,median,hdi,1.0022880158305505,38
b_Intercept,-1.667965,-2.05227,-1.29,0.95,median,hdi,1.0022880158305505,38
b_MotherPostureUpright,0.2693525,-0.225199,0.725366,0.95,median,hdi,1.0022880158305505,38
b_Saliency_face,0.12699149999999998,0.0458264,0.208398,0.95,median,hdi,1.0022880158305505,38
b_AgeinMonths,-0.03142365,-0.115988,0.0656291,0.95,median,hdi,1.001925245818083,39
b_Centering,-0.8425199999999999,-1.1197,-0.574409,0.95,median,hdi,1.001925245818083,39
b_Distance,-0.8569454999999999,-1.02543,-0.69891,0.95,median,hdi,1.001925245818083,39
b_FaceDev_pitch,-0.04363705,-0.160328,0.0582702,0.95,median,hdi,1.001925245818083,39
b_FaceDev_roll,-0.010746,-0.089075,0.064317,0.95,median,hdi,1.001925245818083,39
b_FaceDev_yaw,0.02467305,-0.0674762,0.12175,0.95,median,hdi,1.001925245818083,39
b_GazeDirectionDirected,0.04000995,-0.112828,0.181836,0.95,median,hdi,1.001925245818083,39
b_InfantPostureSitting,0.1748965,-0.15941,0.502162,0.95,median,hdi,1.001925245818083,39
b_InfantPostureUpright,0.29553850000000004,-0.0283777,0.618067,0.95,median,hdi,1.001925245818083,39
b_Intercept,-1.53761,-1.97069,-1.11472,0.95,median,hdi,1.001925245818083,39
b_MotherPostureUpright,0.3549415,-0.3476,1.07451,0.95,median,hdi,1.001925245818083,39
b_Saliency_face,0.1354865,0.0726222,0.196347,0.95,median,hdi,1.001925245818083,39
b_AgeinMonths,0.005594485,-0.206882,0.211765,0.95,median,hdi,1.002476263525876,40
b_Centering,-0.8057965,-1.02934,-0.586344,0.95,median,hdi,1.002476263525876,40
b_Distance,-0.871511,-1.09258,-0.649618,0.95,median,hdi,1.002476263525876,40
b_FaceDev_pitch,-0.04117225,-0.212804,0.120428,0.95,median,hdi,1.002476263525876,40
b_FaceDev_roll,0.07267545,-0.0296505,0.186467,0.95,median,hdi,1.002476263525876,40
b_FaceDev_yaw,-0.0703905,-0.148724,0.022066,0.95,median,hdi,1.002476263525876,40
b_GazeDirectionDirected,-0.00785780499999999,-0.131276,0.118152,0.95,median,hdi,1.002476263525876,40
b_InfantPostureSitting,0.01635865,-0.354405,0.365604,0.95,median,hdi,1.002476263525876,40
b_InfantPostureUpright,0.1531835,-0.17739,0.490191,0.95,median,hdi,1.002476263525876,40
b_Intercept,-1.380115,-1.76832,-1.01601,0.95,median,hdi,1.002476263525876,40
b_MotherPostureUpright,-0.11858,-0.810113,0.442042,0.95,median,hdi,1.002476263525876,40
b_Saliency_face,0.133188,0.0738818,0.186356,0.95,median,hdi,1.002476263525876,40
b_AgeinMonths,-0.02657194999999999,-0.14222,0.0924174,0.95,median,hdi,1.0038517895977193,41
b_Centering,-0.837411,-1.12355,-0.552627,0.95,median,hdi,1.0038517895977193,41
b_Distance,-0.9122115,-1.15703,-0.651573,0.95,median,hdi,1.0038517895977193,41
b_FaceDev_pitch,-0.0480131,-0.192522,0.0951165,0.95,median,hdi,1.0038517895977193,41
b_FaceDev_roll,0.01506865,-0.107505,0.134382,0.95,median,hdi,1.0038517895977193,41
b_FaceDev_yaw,-0.03904349999999999,-0.141379,0.0562415,0.95,median,hdi,1.0038517895977193,41
b_GazeDirectionDirected,-0.01655885,-0.207206,0.171937,0.95,median,hdi,1.0038517895977193,41
b_InfantPostureSitting,0.0255072,-0.35166,0.380451,0.95,median,hdi,1.0038517895977193,41
b_InfantPostureUpright,0.1926375,-0.146518,0.546608,0.95,median,hdi,1.0038517895977193,41
b_Intercept,-1.40981,-1.84406,-1.02266,0.95,median,hdi,1.0038517895977193,41
b_MotherPostureUpright,0.07780210000000001,-0.360325,0.5584,0.95,median,hdi,1.0038517895977193,41
b_Saliency_face,0.0768887,0.00817145,0.146303,0.95,median,hdi,1.0038517895977193,41
b_AgeinMonths,-0.07089409999999999,-0.235698,0.0911624,0.95,median,hdi,1.0042949162219117,42
b_Centering,-0.81178,-1.06974,-0.550078,0.95,median,hdi,1.0042949162219117,42
b_Distance,-0.9202915,-1.06562,-0.796842,0.95,median,hdi,1.0042949162219117,42
b_FaceDev_pitch,-0.0487321,-0.158848,0.0510447,0.95,median,hdi,1.0042949162219117,42
b_FaceDev_roll,0.01982575,-0.0676594,0.109921,0.95,median,hdi,1.0042949162219117,42
b_FaceDev_yaw,-0.02222915,-0.122589,0.0848251,0.95,median,hdi,1.0042949162219117,42
b_GazeDirectionDirected,0.04673484999999999,-0.176373,0.231455,0.95,median,hdi,1.0042949162219117,42
b_InfantPostureSitting,0.164587,-0.215476,0.532682,0.95,median,hdi,1.0042949162219117,42
b_InfantPostureUpright,0.3868065,0.0380254,0.77914,0.95,median,hdi,1.0042949162219117,42
b_Intercept,-1.59472,-2.03554,-1.16702,0.95,median,hdi,1.0042949162219117,42
b_MotherPostureUpright,0.0948,-0.586226,0.726182,0.95,median,hdi,1.0042949162219117,42
b_Saliency_face,0.09787555,0.0291375,0.164358,0.95,median,hdi,1.0042949162219117,42
b_AgeinMonths,-0.0482085,-0.249226,0.139504,0.95,median,hdi,1.0022310950176327,43
b_Centering,-0.832078,-1.0677,-0.604265,0.95,median,hdi,1.0022310950176327,43
b_Distance,-0.8176855000000001,-1.12051,-0.497913,0.95,median,hdi,1.0022310950176327,43
b_FaceDev_pitch,-0.0402958,-0.189958,0.114397,0.95,median,hdi,1.0022310950176327,43
b_FaceDev_roll,-0.03190045,-0.181192,0.116871,0.95,median,hdi,1.0022310950176327,43
b_FaceDev_yaw,-0.0468639,-0.12585,0.0320745,0.95,median,hdi,1.0022310950176327,43
b_GazeDirectionDirected,-0.0596337,-0.178649,0.0706322,0.95,median,hdi,1.0022310950176327,43
b_InfantPostureSitting,0.2291,-0.104502,0.58906,0.95,median,hdi,1.0022310950176327,43
b_InfantPostureUpright,0.392621,0.0273027,0.735721,0.95,median,hdi,1.0022310950176327,43
b_Intercept,-1.60061,-2.01906,-1.19589,0.95,median,hdi,1.0022310950176327,43
b_MotherPostureUpright,-0.189323,-0.664047,0.27352,0.95,median,hdi,1.0022310950176327,43
b_Saliency_face,0.1338525,0.0446064,0.23374,0.95,median,hdi,1.0022310950176327,43
b_AgeinMonths,-0.0224007,-0.170817,0.125769,0.95,median,hdi,1.0028853064068195,44
b_Centering,-0.8177335,-1.03158,-0.61062,0.95,median,hdi,1.0028853064068195,44
b_Distance,-0.8608104999999999,-1.14081,-0.595672,0.95,median,hdi,1.0028853064068195,44
b_FaceDev_pitch,0.00219778,-0.127982,0.135417,0.95,median,hdi,1.0028853064068195,44
b_FaceDev_roll,-0.022898,-0.134172,0.0883395,0.95,median,hdi,1.0028853064068195,44
b_FaceDev_yaw,-0.07036020000000001,-0.143129,3.44938e-4,0.95,median,hdi,1.0028853064068195,44
b_GazeDirectionDirected,-0.009580095,-0.179758,0.167159,0.95,median,hdi,1.0028853064068195,44
